2025-10-09 20:03:36, Instruction: 0xffff800010ba62e8, Mem: 4181729315, Flipped bit 0, Flipped 4181729314, [+] System running normally
2025-10-09 20:37:43, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 28, Flipped 3913285763, [+] System running normally
2025-10-09 20:37:47, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 29, Flipped 3644850307, [+] System running normally
2025-10-09 20:37:49, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 30, Flipped 3107979395, [+] System running normally
2025-10-09 20:37:53, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 31, Flipped 2034237571, [+] System running normally
2025-10-09 20:37:55, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 0, Flipped 2432703586, [+] System running normally
2025-10-09 20:37:57, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 1, Flipped 2432703585, [+] System running normally
2025-10-09 20:37:59, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 2, Flipped 2432703591, [+] System running normally
2025-10-09 20:38:01, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 3, Flipped 2432703595, [+] System running normally
2025-10-09 20:38:03, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 4, Flipped 2432703603, [+] System running normally
2025-10-09 20:38:05, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 5, Flipped 2432703555, [+] System running normally
2025-10-09 20:38:07, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 6, Flipped 2432703523, [+] System running normally
2025-10-09 20:38:09, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 7, Flipped 2432703715, [+] System running normally
2025-10-09 20:38:11, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 8, Flipped 2432703843, [+] System running normally
2025-10-09 20:38:13, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 9, Flipped 2432704099, [+] System running normally
2025-10-09 20:38:15, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 10, Flipped 2432702563, [+] System running normally
2025-10-09 20:38:17, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 11, Flipped 2432701539, [+] System running normally
2025-10-09 20:38:19, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 12, Flipped 2432699491, [+] System running normally
2025-10-09 20:38:21, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 13, Flipped 2432711779, [+] System running normally
2025-10-09 20:38:23, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 14, Flipped 2432719971, [+] System running normally
2025-10-09 20:38:25, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 15, Flipped 2432736355, [+] System running normally
2025-10-09 20:38:27, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 16, Flipped 2432769123, [+] System running normally
2025-10-09 20:38:29, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 17, Flipped 2432834659, [+] System running normally
2025-10-09 20:38:31, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 18, Flipped 2432965731, [+] System running normally
2025-10-09 20:38:33, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 19, Flipped 2433227875, [+] System running normally
2025-10-09 20:38:35, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 20, Flipped 2433752163, [+] System running normally
2025-10-09 20:38:37, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 21, Flipped 2434800739, [+] System running normally
2025-10-09 20:38:39, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 22, Flipped 2436897891, [+] System running normally
2025-10-09 20:38:41, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 23, Flipped 2441092195, [+] System running normally
2025-10-09 20:38:43, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 24, Flipped 2415926371, [+] System running normally
2025-10-09 20:38:45, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 25, Flipped 2466258019, [+] System running normally
2025-10-09 20:38:47, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 26, Flipped 2499812451, [+] System running normally
2025-10-09 20:38:49, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 27, Flipped 2566921315, [+] System running normally
2025-10-09 20:38:52, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 28, Flipped 2164268131, [+] System running normally
2025-10-09 20:38:56, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 29, Flipped 2969574499, [+] System running normally
2025-10-09 20:38:58, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 30, Flipped 3506445411, [+] System running normally
2025-10-09 20:39:00, Instruction: 0xffff800010ba6350, Mem: 2432703587, Flipped bit 31, Flipped 285219939, [+] System running normally
2025-10-09 20:39:04, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 0, Flipped 2457727074, [+] System running normally
2025-10-09 20:39:06, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 1, Flipped 2457727073, [+] System running normally
2025-10-09 20:39:08, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 2, Flipped 2457727079, [+] System running normally
2025-10-09 20:39:10, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 3, Flipped 2457727083, [+] System running normally
2025-10-09 20:39:12, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 4, Flipped 2457727091, [+] System running normally
2025-10-09 20:39:14, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 5, Flipped 2457727043, [+] System running normally
2025-10-09 20:39:16, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 6, Flipped 2457727011, [+] System running normally
2025-10-09 20:39:18, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 7, Flipped 2457727203, [+] System running normally
2025-10-09 20:39:20, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 8, Flipped 2457727331, [+] System running normally
2025-10-09 20:39:22, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 9, Flipped 2457727587, [+] System running normally
2025-10-09 20:39:24, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 10, Flipped 2457728099, [+] System running normally
2025-10-09 20:39:26, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 11, Flipped 2457729123, [+] System running normally
2025-10-09 20:39:28, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 12, Flipped 2457722979, [+] System running normally
2025-10-09 20:39:30, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 13, Flipped 2457718883, [+] System running normally
2025-10-09 20:39:32, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 14, Flipped 2457710691, [+] System running normally
2025-10-09 20:39:34, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 15, Flipped 2457694307, [+] System running normally
2025-10-09 20:39:36, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 16, Flipped 2457661539, [+] System running normally
2025-10-09 20:39:40, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 17, Flipped 2457858147, [+] System running normally
2025-10-09 20:39:42, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 18, Flipped 2457464931, [+] System running normally
2025-10-09 20:39:44, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 19, Flipped 2457202787, [+] System running normally
2025-10-09 20:39:46, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 20, Flipped 2456678499, [+] System running normally
2025-10-09 20:39:48, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 21, Flipped 2455629923, [+] System running normally
2025-10-09 20:39:50, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 22, Flipped 2453532771, [+] System running normally
2025-10-09 20:39:52, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 23, Flipped 2466115683, [+] System running normally
2025-10-09 20:39:54, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 24, Flipped 2474504291, [+] System running normally
2025-10-09 20:39:56, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 25, Flipped 2424172643, [+] System running normally
2025-10-09 20:39:58, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 26, Flipped 2524835939, [+] System running normally
2025-10-09 20:40:00, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 27, Flipped 2591944803, [+] System running normally
2025-10-09 20:40:02, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 28, Flipped 2189291619, [+] System running normally
2025-10-09 20:40:04, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 29, Flipped 2994597987, [+] System running normally
2025-10-09 20:40:08, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 30, Flipped 3531468899, [+] System running normally
2025-10-09 20:40:10, Instruction: 0xffff800010ba6354, Mem: 2457727075, Flipped bit 31, Flipped 310243427, [+] System running normally
2025-10-09 20:40:12, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 0, Flipped 2332229765, [+] System running normally
2025-10-09 20:40:14, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 1, Flipped 2332229766, [+] System running normally
2025-10-09 20:40:16, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 2, Flipped 2332229760, [+] System running normally
2025-10-09 20:40:18, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 3, Flipped 2332229772, [+] System running normally
2025-10-09 20:40:20, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 4, Flipped 2332229780, [+] System running normally
2025-10-09 20:40:22, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 5, Flipped 2332229796, [+] System running normally
2025-10-09 20:40:24, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 6, Flipped 2332229828, [+] System running normally
2025-10-09 20:40:26, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 7, Flipped 2332229636, [+] System running normally
2025-10-09 20:40:28, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 8, Flipped 2332230020, [+] System running normally
2025-10-09 20:40:30, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 9, Flipped 2332230276, [+] System running normally
2025-10-09 20:40:32, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 10, Flipped 2332230788, [+] System running normally
2025-10-09 20:40:34, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 11, Flipped 2332231812, [+] System running normally
2025-10-09 20:40:36, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 12, Flipped 2332233860, [+] System running normally
2025-10-09 20:40:40, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 13, Flipped 2332237956, [+] System running normally
2025-10-09 20:40:42, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 14, Flipped 2332246148, [+] System running normally
2025-10-09 20:40:44, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 15, Flipped 2332262532, [+] System running normally
2025-10-09 20:40:46, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 16, Flipped 2332164228, [+] System running normally
2025-10-09 20:40:48, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 17, Flipped 2332098692, [+] System running normally
2025-10-09 20:40:50, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 18, Flipped 2332491908, [+] System running normally
2025-10-09 20:40:52, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 19, Flipped 2332754052, [+] System running normally
2025-10-09 20:40:54, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 20, Flipped 2333278340, [+] System running normally
2025-10-09 20:40:56, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 21, Flipped 2334326916, [+] System running normally
2025-10-09 20:40:58, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 22, Flipped 2336424068, [+] System running normally
2025-10-09 20:41:00, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 23, Flipped 2340618372, [+] System running normally
2025-10-09 20:41:04, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 24, Flipped 2315452548, [+] System running normally
2025-10-09 20:41:08, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 25, Flipped 2298675332, [+] System running normally
2025-10-09 20:41:10, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 26, Flipped 2399338628, [+] System running normally
2025-10-09 20:41:13, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 27, Flipped 2198012036, [+] System running normally
2025-10-09 20:41:15, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 28, Flipped 2600665220, [+] System running normally
2025-10-09 20:41:17, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 29, Flipped 2869100676, [+] System running normally
2025-10-09 20:41:19, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 30, Flipped 3405971588, [+] System running normally
2025-10-09 20:41:21, Instruction: 0xffff800010ba6358, Mem: 2332229764, Flipped bit 31, Flipped 184746116, [+] System running normally
2025-10-09 20:41:23, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 0, Flipped 2432712834, [+] System running normally
2025-10-09 20:41:27, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 1, Flipped 2432712833, [+] System running normally
2025-10-09 20:41:29, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 2, Flipped 2432712839, [+] System running normally
2025-10-09 20:41:31, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 3, Flipped 2432712843, [+] System running normally
2025-10-09 20:41:33, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 4, Flipped 2432712851, [+] System running normally
2025-10-09 20:41:35, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 5, Flipped 2432712867, [+] System running normally
2025-10-09 20:41:37, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 6, Flipped 2432712899, [+] System running normally
2025-10-09 20:41:39, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 7, Flipped 2432712707, [+] System running normally
2025-10-09 20:41:41, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 8, Flipped 2432713091, [+] System running normally
2025-10-09 20:41:43, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 9, Flipped 2432713347, [+] System running normally
2025-10-09 20:41:47, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 10, Flipped 2432713859, [+] System running normally
2025-10-09 20:41:49, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 11, Flipped 2432714883, [+] System running normally
2025-10-09 20:41:51, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 12, Flipped 2432716931, [+] System running normally
2025-10-09 20:41:55, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 13, Flipped 2432721027, [+] System running normally
2025-10-09 20:41:59, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 14, Flipped 2432696451, [+] System running normally
2025-10-09 20:42:01, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 15, Flipped 2432745603, [+] System running normally
2025-10-09 20:42:03, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 16, Flipped 2432778371, [+] System running normally
2025-10-09 20:42:07, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 17, Flipped 2432843907, [+] System running normally
2025-10-09 20:42:09, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 18, Flipped 2432974979, [+] System running normally
2025-10-09 20:42:11, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 19, Flipped 2433237123, [+] System running normally
2025-10-09 20:42:13, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 20, Flipped 2433761411, [+] System running normally
2025-10-09 20:42:15, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 21, Flipped 2434809987, [+] System running normally
2025-10-09 20:42:17, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 22, Flipped 2436907139, [+] System running normally
2025-10-09 20:42:19, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 23, Flipped 2441101443, [+] System running normally
2025-10-09 20:42:21, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 24, Flipped 2415935619, [+] System running normally
2025-10-09 20:42:23, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 25, Flipped 2466267267, [+] System running normally
2025-10-09 20:42:25, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 26, Flipped 2499821699, [+] System running normally
2025-10-09 20:42:27, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 27, Flipped 2566930563, [+] System running normally
2025-10-09 20:42:29, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 28, Flipped 2164277379, [+] System running normally
2025-10-09 20:42:33, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 29, Flipped 2969583747, [+] System running normally
2025-10-09 20:42:35, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 30, Flipped 3506454659, [+] System running normally
2025-10-09 20:42:37, Instruction: 0xffff800010ba635c, Mem: 2432712835, Flipped bit 31, Flipped 285229187, [+] System running normally
2025-10-09 20:42:39, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 0, Flipped 3406233698, [+] System running normally
2025-10-09 20:42:43, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 1, Flipped 3406233697, [+] System running normally
2025-10-09 20:42:45, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 2, Flipped 3406233703, [+] System running normally
2025-10-09 20:42:47, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 3, Flipped 3406233707, [+] System running normally
2025-10-09 20:42:49, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 4, Flipped 3406233715, [+] System running normally
2025-10-09 20:42:51, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 5, Flipped 3406233667, [+] System running normally
2025-10-09 20:42:53, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 6, Flipped 3406233635, [+] System running normally
2025-10-09 20:42:55, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 7, Flipped 3406233827, [+] System running normally
2025-10-09 20:42:57, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 8, Flipped 3406233955, [+] System running normally
2025-10-09 20:43:01, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 9, Flipped 3406234211, [+] System running normally
2025-10-09 20:43:03, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 10, Flipped 3406234723, [+] System running normally
2025-10-09 20:43:05, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 11, Flipped 3406235747, [+] System running normally
2025-10-09 20:43:07, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 12, Flipped 3406237795, [+] System running normally
2025-10-09 20:43:09, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 13, Flipped 3406241891, [+] System running normally
2025-10-09 20:43:11, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 14, Flipped 3406250083, [+] System running normally
2025-10-09 20:43:13, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 15, Flipped 3406266467, [+] System running normally
2025-10-09 20:43:15, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 16, Flipped 3406168163, [+] System running normally
2025-10-09 20:43:17, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 17, Flipped 3406102627, [+] System running normally
2025-10-09 20:43:19, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 18, Flipped 3405971555, [+] System running normally
2025-10-09 20:43:21, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 19, Flipped 3406757987, [+] System running normally
2025-10-09 20:43:25, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 20, Flipped 3407282275, [+] System running normally
2025-10-09 20:43:27, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 21, Flipped 3408330851, [+] System running normally
2025-10-09 20:43:29, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 22, Flipped 3410428003, [+] System running normally
2025-10-09 20:43:31, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 23, Flipped 3414622307, [+] System running normally
2025-10-09 20:43:35, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 24, Flipped 3389456483, [+] System running normally
2025-10-09 20:43:37, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 25, Flipped 3372679267, [+] System running normally
2025-10-09 20:43:42, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 26, Flipped 3473342563, [+] System running normally
2025-10-09 20:43:44, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 27, Flipped 3272015971, [+] System running normally
2025-10-09 20:43:46, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 28, Flipped 3674669155, [+] System running normally
2025-10-09 20:43:48, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 29, Flipped 3943104611, [+] System running normally
2025-10-09 20:43:50, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 30, Flipped 2332491875, [+] System running normally
2025-10-09 20:43:52, Instruction: 0xffff800010ba6360, Mem: 3406233699, Flipped bit 31, Flipped 1258750051, [+] System running normally
2025-10-09 20:43:54, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 0, Flipped 3943039102, [+] System running normally
2025-10-09 20:43:58, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 1, Flipped 3943039101, [+] System running normally
2025-10-09 20:44:00, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 2, Flipped 3943039099, [+] System running normally
2025-10-09 20:44:02, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 3, Flipped 3943039095, [+] System running normally
2025-10-09 20:44:04, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 4, Flipped 3943039087, [+] System running normally
2025-10-09 20:44:06, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 5, Flipped 3943039071, [+] System running normally
2025-10-09 20:44:08, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 6, Flipped 3943039039, [+] System running normally
2025-10-09 20:44:10, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 7, Flipped 3943039231, [+] System running normally
2025-10-09 20:44:14, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 8, Flipped 3943039359, [+] System running normally
2025-10-09 20:44:16, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 9, Flipped 3943039615, [+] System running normally
2025-10-09 20:44:20, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 10, Flipped 3943040127, [+] System running normally
2025-10-09 20:44:22, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 11, Flipped 3943041151, [+] System running normally
2025-10-09 20:44:24, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 12, Flipped 3943043199, [+] System running normally
2025-10-09 20:44:26, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 13, Flipped 3943047295, [+] System running normally
2025-10-09 20:44:28, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 14, Flipped 3943055487, [+] System running normally
2025-10-09 20:44:30, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 15, Flipped 3943071871, [+] System running normally
2025-10-09 20:47:52, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 16, Flipped 3943104639, [+] System running normally
2025-10-09 20:47:54, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 17, Flipped 3942908031, [+] System running normally
2025-10-09 20:47:58, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 18, Flipped 3942776959, [+] System running normally
2025-10-09 20:48:00, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 19, Flipped 3943563391, [+] System running normally
2025-10-09 20:48:02, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 20, Flipped 3944087679, [+] System running normally
2025-10-09 20:48:04, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 21, Flipped 3945136255, [+] System running normally
2025-10-09 20:48:06, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 22, Flipped 3947233407, [+] System running normally
2025-10-09 20:48:08, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 23, Flipped 3951427711, [+] System running normally
2025-10-09 20:48:10, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 24, Flipped 3926261887, [+] System running normally
2025-10-09 20:48:12, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 25, Flipped 3909484671, [+] System running normally
2025-10-09 20:48:14, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 26, Flipped 4010147967, [+] System running normally
2025-10-09 20:48:16, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 27, Flipped 3808821375, [+] System running normally
2025-10-09 20:48:18, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 28, Flipped 4211474559, [+] System running normally
2025-10-09 20:48:20, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 29, Flipped 3406168191, [+] System running normally
2025-10-09 20:48:24, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 30, Flipped 2869297279, [+] System running normally
2025-10-09 20:48:26, Instruction: 0xffff800010ba6364, Mem: 3943039103, Flipped bit 31, Flipped 1795555455, [+] System running normally
2025-10-09 20:48:28, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 0, Flipped 1426062536, [+] System running normally
2025-10-09 20:48:30, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 1, Flipped 1426062539, [+] System running normally
2025-10-09 20:48:34, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 2, Flipped 1426062541, [+] System running normally
2025-10-09 20:48:36, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 3, Flipped 1426062529, [+] System running normally
2025-10-09 20:48:38, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 4, Flipped 1426062553, [+] System running normally
2025-10-09 20:48:42, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 5, Flipped 1426062569, [+] System running normally
2025-10-09 20:48:44, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 6, Flipped 1426062473, [+] System running normally
2025-10-09 20:48:46, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 7, Flipped 1426062409, [+] System running normally
2025-10-09 20:48:48, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 8, Flipped 1426062793, [+] System running normally
2025-10-09 20:48:50, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 9, Flipped 1426063049, [+] System running normally
2025-10-09 20:48:52, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 10, Flipped 1426061513, [+] System running normally
2025-10-09 20:48:54, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 11, Flipped 1426060489, [+] System running normally
