2025-10-30 14:07:40, Instruction: 0xffff800010b2cc88, Mem: 2847374333, Flipped bit 0, Flipped 2847374332, [+] System running normally
2025-10-30 14:47:57, Instruction: 0xffff800010b2cc9c, Mem: 2432737302, Flipped bit 24, Flipped 2415960086, [+] System running normally
2025-10-30 14:47:59, Instruction: 0xffff800010b2cc9c, Mem: 2432737302, Flipped bit 25, Flipped 2466291734, [+] System running normally
2025-10-30 14:48:01, Instruction: 0xffff800010b2cc9c, Mem: 2432737302, Flipped bit 26, Flipped 2499846166, [+] System running normally
2025-10-30 14:48:03, Instruction: 0xffff800010b2cc9c, Mem: 2432737302, Flipped bit 27, Flipped 2566955030, [+] System running normally
2025-10-30 14:48:05, Instruction: 0xffff800010b2cc9c, Mem: 2432737302, Flipped bit 28, Flipped 2164301846, [+] System running normally
2025-10-30 14:48:07, Instruction: 0xffff800010b2cc9c, Mem: 2432737302, Flipped bit 29, Flipped 2969608214, [+] System running normally
2025-10-30 14:48:09, Instruction: 0xffff800010b2cc9c, Mem: 2432737302, Flipped bit 30, Flipped 3506479126, [+] System running normally
2025-10-30 14:48:11, Instruction: 0xffff800010b2cc9c, Mem: 2432737302, Flipped bit 31, Flipped 285253654, [+] System running normally
2025-10-30 14:48:13, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 0, Flipped 704840692, [+] System running normally
2025-10-30 14:48:15, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 1, Flipped 704840695, [+] System running normally
2025-10-30 14:48:17, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 2, Flipped 704840689, [+] System running normally
2025-10-30 14:48:21, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 3, Flipped 704840701, [+] System running normally
2025-10-30 14:48:23, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 4, Flipped 704840677, [+] System running normally
2025-10-30 14:48:25, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 5, Flipped 704840661, [+] System running normally
2025-10-30 14:48:27, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 6, Flipped 704840629, [+] System running normally
2025-10-30 14:48:31, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 7, Flipped 704840565, [+] System running normally
2025-10-30 14:48:33, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 8, Flipped 704840437, [+] System running normally
2025-10-30 14:48:37, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 9, Flipped 704840181, [+] System running normally
2025-10-30 14:48:39, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 10, Flipped 704841717, [+] System running normally
2025-10-30 14:48:41, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 11, Flipped 704842741, [+] System running normally
2025-10-30 14:48:43, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 12, Flipped 704844789, [+] System running normally
2025-10-30 14:48:45, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 13, Flipped 704848885, [+] System running normally
2025-10-30 14:48:47, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 14, Flipped 704857077, [+] System running normally
2025-10-30 14:48:49, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 15, Flipped 704873461, [+] System running normally
2025-10-30 14:48:51, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 16, Flipped 704775157, [+] System running normally
2025-10-30 14:48:53, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 17, Flipped 704709621, [+] System running normally
2025-10-30 14:48:55, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 18, Flipped 705102837, [+] System running normally
2025-10-30 14:48:57, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 19, Flipped 705364981, [+] System running normally
2025-10-30 14:48:59, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 20, Flipped 705889269, [+] System running normally
2025-10-30 14:49:01, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 21, Flipped 706937845, [+] System running normally
2025-10-30 14:49:03, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 22, Flipped 709034997, [+] System running normally
2025-10-30 14:49:05, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 23, Flipped 713229301, [+] System running normally
2025-10-30 14:49:09, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 24, Flipped 721617909, [+] System running normally
2025-10-30 14:49:11, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 25, Flipped 671286261, [+] System running normally
2025-10-30 14:49:13, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 26, Flipped 771949557, [+] System running normally
2025-10-30 14:49:15, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 27, Flipped 570622965, [+] System running normally
2025-10-30 14:49:19, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 28, Flipped 973276149, [+] System running normally
2025-10-30 14:49:21, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 29, Flipped 167969781, [+] System running normally
2025-10-30 14:49:23, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 30, Flipped 1778582517, [+] System running normally
2025-10-30 14:49:25, Instruction: 0xffff800010b2cca0, Mem: 704840693, Flipped bit 31, Flipped 2852324341, [+] System running normally
2025-10-30 14:49:27, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 0, Flipped 2853569505, [+] System running normally
2025-10-30 14:49:29, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 1, Flipped 2853569506, [+] System running normally
2025-10-30 14:49:31, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 2, Flipped 2853569508, [+] System running normally
2025-10-30 14:49:33, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 3, Flipped 2853569512, [+] System running normally
2025-10-30 14:49:36, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 4, Flipped 2853569520, [+] System running normally
2025-10-30 14:49:38, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 5, Flipped 2853569472, [+] System running normally
2025-10-30 14:49:40, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 6, Flipped 2853569440, [+] System running normally
2025-10-30 14:49:44, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 7, Flipped 2853569376, [+] System running normally
2025-10-30 14:49:46, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 8, Flipped 2853569248, [+] System running normally
2025-10-30 14:49:48, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 9, Flipped 2853568992, [+] System running normally
2025-10-30 14:49:50, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 10, Flipped 2853570528, [+] System running normally
2025-10-30 14:49:52, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 11, Flipped 2853571552, [+] System running normally
2025-10-30 14:49:54, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 12, Flipped 2853573600, [+] System running normally
2025-10-30 14:49:56, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 13, Flipped 2853577696, [+] System running normally
2025-10-30 14:49:58, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 14, Flipped 2853585888, [+] System running normally
2025-10-30 14:50:00, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 15, Flipped 2853602272, [+] System running normally
2025-10-30 14:50:02, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 16, Flipped 2853635040, [+] System running normally
2025-10-30 14:50:04, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 17, Flipped 2853438432, [+] System running normally
2025-10-30 14:50:06, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 18, Flipped 2853307360, [+] System running normally
2025-10-30 14:50:08, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 19, Flipped 2854093792, [+] System running normally
2025-10-30 14:50:12, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 20, Flipped 2852520928, [+] System running normally
2025-10-30 14:50:16, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 21, Flipped 2855666656, [+] System running normally
2025-10-30 14:50:18, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 22, Flipped 2857763808, [+] System running normally
2025-10-30 14:50:22, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 23, Flipped 2861958112, [+] System running normally
2025-10-30 14:50:24, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 24, Flipped 2870346720, [+] System running normally
2025-10-30 14:50:28, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 25, Flipped 2820015072, [+] System running normally
2025-10-30 14:50:30, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 26, Flipped 2920678368, [!] Exception detected! [{'flag': 'Error'}, {'Oops': 'Oops - BUG: 0 [#1] PREEMPT SMP'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-30 14:53:54, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 27, Flipped 2719351776, [+] System running normally
2025-10-30 14:53:56, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 28, Flipped 3122004960, [+] System running normally
2025-10-30 14:53:58, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 29, Flipped 2316698592, [+] System running normally
2025-10-30 14:54:00, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 30, Flipped 3927311328, [+] System running normally
2025-10-30 14:54:02, Instruction: 0xffff800010b2cca4, Mem: 2853569504, Flipped bit 31, Flipped 706085856, [+] System running normally
2025-10-30 14:54:04, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 0, Flipped 2835571702, [+] System running normally
2025-10-30 14:54:06, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 1, Flipped 2835571701, [+] System running normally
2025-10-30 14:54:08, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 2, Flipped 2835571699, [+] System running normally
2025-10-30 14:54:10, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 3, Flipped 2835571711, [+] System running normally
2025-10-30 14:54:14, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 4, Flipped 2835571687, [+] System running normally
2025-10-30 14:54:16, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 5, Flipped 2835571671, [+] System running normally
2025-10-30 14:54:18, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 6, Flipped 2835571639, [+] System running normally
2025-10-30 14:54:22, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 7, Flipped 2835571575, [+] System running normally
2025-10-30 14:54:24, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 8, Flipped 2835571447, [+] System running normally
2025-10-30 14:54:26, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 9, Flipped 2835571191, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000044', 'raw_match': '[  223.349569]   ESR = 0x96000044'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-30 14:57:51, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 10, Flipped 2835572727, [+] System running normally
2025-10-30 14:57:53, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 11, Flipped 2835573751, [+] System running normally
2025-10-30 14:57:55, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 12, Flipped 2835575799, [+] System running normally
2025-10-30 14:57:57, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 13, Flipped 2835563511, [+] System running normally
2025-10-30 14:57:59, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 14, Flipped 2835555319, [+] System running normally
2025-10-30 14:58:01, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 15, Flipped 2835604471, [+] System running normally
2025-10-30 14:58:03, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 16, Flipped 2835506167, [+] System running normally
2025-10-30 14:58:05, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 17, Flipped 2835440631, [+] System running normally
2025-10-30 14:58:09, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 18, Flipped 2835833847, [+] System running normally
2025-10-30 14:58:11, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 19, Flipped 2836095991, [+] System running normally
2025-10-30 14:58:13, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 20, Flipped 2836620279, [+] System running normally
2025-10-30 14:58:15, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 21, Flipped 2837668855, [+] System running normally
2025-10-30 14:58:17, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 22, Flipped 2839766007, [+] System running normally
2025-10-30 14:58:19, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 23, Flipped 2843960311, [+] System running normally
2025-10-30 14:58:21, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 24, Flipped 2818794487, [+] System running normally
2025-10-30 14:58:23, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 25, Flipped 2869126135, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000007', 'raw_match': '[  225.317363]   ESR = 0x96000007'}, {'EC': '0x25 / Data Abort from current EL'}]
2025-10-30 15:01:45, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 26, Flipped 2902680567, [+] System running normally
2025-10-30 15:01:47, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 27, Flipped 2701353975, [+] System running normally
2025-10-30 15:01:49, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 28, Flipped 3104007159, [+] System running normally
2025-10-30 15:01:51, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 29, Flipped 2298700791, [+] System running normally
2025-10-30 15:01:53, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 30, Flipped 3909313527, [+] System running normally
2025-10-30 15:01:55, Instruction: 0xffff800010b2cca8, Mem: 2835571703, Flipped bit 31, Flipped 688088055, [+] System running normally
2025-10-30 15:01:57, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 0, Flipped 2852193270, [+] System running normally
2025-10-30 15:01:59, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 1, Flipped 2852193269, [+] System running normally
2025-10-30 15:02:01, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 2, Flipped 2852193267, [+] System running normally
2025-10-30 15:02:03, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 3, Flipped 2852193279, [+] System running normally
2025-10-30 15:02:05, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 4, Flipped 2852193255, [+] System running normally
2025-10-30 15:02:07, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 5, Flipped 2852193239, [+] System running normally
2025-10-30 15:02:09, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 6, Flipped 2852193207, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000005', 'raw_match': '[  219.199643]   ESR = 0x96000005'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-30 15:05:33, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 7, Flipped 2852193143, [+] System running normally
2025-10-30 15:05:35, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 8, Flipped 2852193015, [+] System running normally
2025-10-30 15:05:37, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 9, Flipped 2852192759, [+] System running normally
2025-10-30 15:05:39, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 10, Flipped 2852194295, [+] System running normally
2025-10-30 15:05:41, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 11, Flipped 2852195319, [+] System running normally
2025-10-30 15:05:43, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 12, Flipped 2852197367, [+] System running normally
2025-10-30 15:05:45, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 13, Flipped 2852201463, [+] System running normally
2025-10-30 15:05:47, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 14, Flipped 2852209655, [+] System running normally
2025-10-30 15:05:49, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 15, Flipped 2852226039, [+] System running normally
2025-10-30 15:05:53, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 16, Flipped 2852127735, [+] System running normally
2025-10-30 15:05:55, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 17, Flipped 2852324343, [+] System running normally
2025-10-30 15:05:57, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 18, Flipped 2852455415, [+] System running normally
2025-10-30 15:05:59, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 19, Flipped 2852717559, [+] System running normally
2025-10-30 15:06:01, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 20, Flipped 2853241847, [+] System running normally
2025-10-30 15:06:05, Instruction: 0xffff800010b2ccac, Mem: 2852193271, Flipped bit 21, Flipped 2854290423, [+] System running normally
